Family	Binomial	A
Caricaceae	Cylicomorpha_parviflora	0.010568318
Fabaceae	Cynometra_inaequifolia	0.028352874
Fabaceae	Cynometra_ramiflora	0.028352874
Fabaceae	Cynometra_sp	0.015393804
Fabaceae	Cynometra_vogelii	0.009503318
Fabaceae	Cytisus_villosus	0.001134115
Crypteroniaceae	Dactylocladus_stenostachya	0.031415927
Fabaceae	Dalbergia_congestiflora	0.01911345
Fabaceae	Dalbergia_funera	0.009503318
Fabaceae	Dalbergia_granadillo	0.031415927
Fabaceae	Dalbergia_latifolia	0.012271846
Fabaceae	Dalbergia_madagascariensis	0.061575216
Fabaceae	Dalbergia_maritima	0.031415927
Fabaceae	Dalbergia_melanoxylon	0.013273229
Fabaceae	Dalbergia_nigra	0.024052819
Fabaceae	Dalbergia_retusa	0.031415927
Fabaceae	Dalbergia_spruceana	0.03630503
Fabaceae	Dalbergia_stevensonii	0.038013271
Fabaceae	Dalbergia_tucurensis	0.057255526
Fabaceae	Dalhousiea_sp	0.017671459
Fabaceae	Daniellia_oliveri	0.033006358
Fabaceae	Daniellia_sp	0.041547563
Daphniphyllaceae	Daphniphyllum_himalayense	0.001256637
Cornaceae	Davidia_involucrata	0.002123717
Sapindaceae	Delavaya_toxocarpa	0.007853982
Papaveraceae	Dendromecon_rigida	0.002284723
Bignoniaceae	Deplanchea_tetraphylla	0.013273229
Fabaceae	Derris_amazonica	0.096211275
Annonaceae	Desmopsis_sp	0.003525652
Fabaceae	Detarium_microcarpum	0.031415927
Fabaceae	Detarium_senegalense	0.040251656
Fabaceae	Dialium_guineense	0.014313882
Fabaceae	Dialium_platysepalum	0.041626103
Papaveraceae	Dicentra_chrysantha	0.006939778
Rosaceae	Dichotomanthes_tristaniaecarpa	0.001256637
Fabaceae	Dichrostachys_cinerea	0.015393804
Fabaceae	Dicorynia_guianensis	0.047143525
Fabaceae	Didelotia_sp	0.03630503
Diegodendraceae	Diegodendron_humbertii	0.000962113
Dilleniaceae	Dillenia_sp	0.024052819
Proteaceae	Dilobeia_thouarsi	0.029864765
Sapindaceae	Dimocarpus_longan	0.007542964
Fabaceae	Dinizia_excelsa	0.0254469
Ebenaceae	Diospyros_amboinensis	0.007238229
Ebenaceae	Diospyros_egrettarum	0.001256637
Ebenaceae	Diospyros_revaughanii	0.000855299
Ebenaceae	Diospyros_sp	0.012173672
Ebenaceae	Diospyros_virginiana	0.01183006
Cornaceae	Diplopanax_stachyanthus	0.001885741
Ericaceae	Diplycosia_heterophylla	0.025164943
Dipterocarpaceae	Dipterocarpus_sp	0.034636059
Fabaceae	Dipteryx_odorata	0.024052819
Fabaceae	Distemonanthus_benthamianus	0.0254469
Rosaceae	Docynia_indica	0.001194591
Sapindaceae	Dodonaea_viscosa	0.002457511
Rhamnaceae	Doerpfeldia_cubensis	0.004071504
Bignoniaceae	Dolichandrone_falcata	0.008494867
Bignoniaceae	Dolichandrone_spathacea	0.005273556
Ruscaceae	Dracaena_concinna	0.001661903
Anacardiaceae	Dracontomelon_dao	0.031415927
Ericaceae	Dracophyllum_longifolium	0.000239546
Ericaceae	Dracophyllum_oliveri	0.000176715
Ericaceae	Dracophyllum_palustre	0.000201062
Ericaceae	Dracophyllum_strictum	0.000283529
Ericaceae	Dracophyllum_subulatum	0.00022698
Ericaceae	Dracophyllum_traversii	0.000283529
Ericaceae	Dracophyllum_uniflorum	0.000706858
Ericaceae	Dracophyllum_verticillatum	0.000804248
Gesneriaceae	Drymonia_spectabilis	0.017671459
Dipterocarpaceae	Dryobalanops_sp	0.031415927
Euphorbiaceae	Drypetes_diversifolia	0.001452201
Euphorbiaceae	Drypetes_gossweileri	0.010386891
Euphorbiaceae	Drypetes_lateriflora	0.002042821
Lythraceae	Duabanga_grandiflora	0.023778715
Lythraceae	Duabanga_moluccana	0.046913403
Solanaceae	Duckeodendron_cestroides	0.027464588
Malvaceae	Durio_sp	0.043373614
Apocynaceae	Dyera_costulata	0.015393804
Meliaceae	Dysoxylum_spectabile	0.003216991
Sapotaceae	Ecclinusa_sp	0.004656626
Celastraceae	Elachyptera_floribunda	0.021382465
Celastraceae	Elachyptera_parvifolia	0.021382465
Elaeocarpaceae	Elaeocarpus_dentatus	0.002290221
Elaeocarpaceae	Elaeocarpus_dolichostylus	0.018145839
Elaeocarpaceae	Elaeocarpus_hookarianus	0.002290221
Elaeocarpaceae	Elaeocarpus_japonicus	0.002290221
Elaeocarpaceae	Elaeocarpus_robustus	0.015836769
Celastraceae	Elaeodendron_orientale	0.001661903
Araliaceae	Eleutherococcus_cissifolius	0.001963495
Magnoliaceae	Elmerrillia_sp	0.013273229
Euphorbiaceae	Endospermum_sp	0.038013271
Juglandaceae	Engelhardtia_sp	0.022698007
Juglandaceae	Engelhardtia_spicata	0.008659015
Fabaceae	Entada_sp	0.049087385
Meliaceae	Entandrophragma_angolense	0.034636059
Meliaceae	Entandrophragma_candollei	0.022698007
Meliaceae	Entandrophragma_cylindricum	0.015393804
Meliaceae	Entandrophragma_utile	0.041547563
Fabaceae	Enterolobium_contortisiliquum	0.031415927
Ericaceae	Epacris_impressa	0.000530929
Ericaceae	Epacris_juniperina	0.000754768
Ericaceae	Epacris_tameiameiae	0.00088318
Annonaceae	Ephedranthus_guianensis	0.004417865
Polemoniaceae	Eriastrum_densifolium	0.001122325
Rosaceae	Eriobotrya_cavaleriei	0.002206183
Rosaceae	Eriobotrya_deflexa	0.001134115
Rosaceae	Eriobotrya_fragrans	0.000754768
Rosaceae	Eriobotrya_japonica	0.000572555
Vochysiaceae	Erisma_sp	0.043681097
Vochysiaceae	Erismadelphus_sp	0.063347074
Fabaceae	Erythrophleum_ivorense	0.039760782
Erythroxylaceae	Erythroxylum_amazonicum	0.002733971
Erythroxylaceae	Erythroxylum_amplifolium	0.001256637
Erythroxylaceae	Erythroxylum_amplum	0.001590431
Erythroxylaceae	Erythroxylum_ampullaceum	0.005026548
Erythroxylaceae	Erythroxylum_argentinum	0.001452201
Erythroxylaceae	Erythroxylum_australe	0.001452201
Erythroxylaceae	Erythroxylum_brevipes	0.001017876
Erythroxylaceae	Erythroxylum_campinense	0.001256637
Erythroxylaceae	Erythroxylum_carthagenense	0.002827433
Erythroxylaceae	Erythroxylum_cataractarum	0.002463009
Erythroxylaceae	Erythroxylum_citrifolium	0.002375829
Erythroxylaceae	Erythroxylum_coca	0.001452201
Erythroxylaceae	Erythroxylum_confusum	0.001963495
Erythroxylaceae	Erythroxylum_corymbosum	0.003525652
Erythroxylaceae	Erythroxylum_cuatrecasasii	0.002922467
Erythroxylaceae	Erythroxylum_cumanense	0.001385442
Erythroxylaceae	Erythroxylum_cuneatum	0.004778362
Erythroxylaceae	Erythroxylum_cuneifolium	0.001134115
Erythroxylaceae	Erythroxylum_deciduum	0.00453646
Erythroxylaceae	Erythroxylum_delagoense	0.001520531
Erythroxylaceae	Erythroxylum_densum	0.001320254
Erythroxylaceae	Erythroxylum_ecarinatum	0.014102609
Erythroxylaceae	Erythroxylum_elegans	0.002733971
Erythroxylaceae	Erythroxylum_ellipticum	0.001809557
Erythroxylaceae	Erythroxylum_fimbriatum	0.001194591
Erythroxylaceae	Erythroxylum_glaucum	0.001661903
Erythroxylaceae	Erythroxylum_haughtii	0.001590431
Erythroxylaceae	Erythroxylum_havanense	0.000855299
Erythroxylaceae	Erythroxylum_hypericifolium	0.010568318
Erythroxylaceae	Erythroxylum_kapplerianum	0.001194591
Erythroxylaceae	Erythroxylum_lanceum	0.001017876
Erythroxylaceae	Erythroxylum_laurifolium	0.001734945
Erythroxylaceae	Erythroxylum_lineolatum	0.002206183
Erythroxylaceae	Erythroxylum_longifolium	0.001452201
Erythroxylaceae	Erythroxylum_lucidum	0.001661903
Erythroxylaceae	Erythroxylum_macrocarpum	0.002123717
Erythroxylaceae	Erythroxylum_macrocnemium	0.001661903
Erythroxylaceae	Erythroxylum_macrophyllum	0.002551759
Erythroxylaceae	Erythroxylum_mamacoca	0.000962113
Erythroxylaceae	Erythroxylum_mannii	0.005944679
Erythroxylaceae	Erythroxylum_mexicanum	0.002290221
Erythroxylaceae	Erythroxylum_microphyllum	0.001452201
Erythroxylaceae	Erythroxylum_monogynum	0.002290221
Erythroxylaceae	Erythroxylum_mucronatum	0.002290221
Erythroxylaceae	Erythroxylum_myrsinites	0.00107521
Erythroxylaceae	Erythroxylum_novogranatense	0.001886526
Erythroxylaceae	Erythroxylum_orinocense	0.001256637
Erythroxylaceae	Erythroxylum_pacificum	0.000804248
Erythroxylaceae	Erythroxylum_panamense	0.001017876
Erythroxylaceae	Erythroxylum_pelleterianum	0.001320254
Erythroxylaceae	Erythroxylum_pulchrum	0.001590431
Erythroxylaceae	Erythroxylum_raimondii	0.001809557
Erythroxylaceae	Erythroxylum_rufum	0.001885741
Erythroxylaceae	Erythroxylum_shatona	0.00090792
Erythroxylaceae	Erythroxylum_squamatum	0.001885741
Erythroxylaceae	Erythroxylum_steyermarkii	0.001520531
Erythroxylaceae	Erythroxylum_suberosum	0.002123717
Erythroxylaceae	Erythroxylum_ulei	0.002042821
Erythroxylaceae	Erythroxylum_undulatum	0.001320254
Erythroxylaceae	Erythroxylum_vernicosum	0.001320254
Erythroxylaceae	Erythroxylum_williamsii	0.001452201
Solanaceae	Espadaea_amoena	0.002922467
Myrtaceae	Eucalyptus_baxteri	0.014313882
Myrtaceae	Eucalyptus_consideneana	0.015393804
Myrtaceae	Eucalyptus_deglupta	0.045238934
Myrtaceae	Eucalyptus_delegantensis	0.017203361
Myrtaceae	Eucalyptus_diversicolor	0.021382465
Myrtaceae	Eucalyptus_globoidea	0.013273229
Myrtaceae	Eucalyptus_globulus	0.022698007
Myrtaceae	Eucalyptus_grandis	0.004592808
Myrtaceae	Eucalyptus_macrorhyncha	0.008659015
Myrtaceae	Eucalyptus_muelleriana	0.013273229
Myrtaceae	Eucalyptus_obliqua	0.018626503
Myrtaceae	Eucalyptus_regnans	0.020106193
Myrtaceae	Eucalyptus_sieberi	0.015393804
Eucommiaceae	Eucommia_ulmoides	0.000615752
Cunoniaceae	Eucryphia_cordifolia	0.001256637
Cunoniaceae	Eucryphia_glutinosa	0.001134115
Cunoniaceae	Eucryphia_jinksii	0.001194591
Cunoniaceae	Eucryphia_lucida	0.001320254
Cunoniaceae	Eucryphia_milliganii	0.00090792
Cunoniaceae	Eucryphia_moorei	0.001256637
Cunoniaceae	Eucryphia_wilkiei	0.000754768
Myrtaceae	Eugenia_lucida	0.000254469
Myrtaceae	Eugenia_tinifolia	0.000254469
Celastraceae	Euonymus_amygdalifolius	0.000314159
Celastraceae	Euonymus_echinatus	0.001256637
Celastraceae	Euonymus_fimbriatus	0.000530929
Celastraceae	Euonymus_pendulus	0.000530929
Celastraceae	Euonymus_sanguineus	0.000283529
Celastraceae	Euonymus_tingens	0.000452389
Euphorbiaceae	Euphorbia_atropurpurea	0.000855299
Euphorbiaceae	Euphorbia_balsamifera	0.002375829
Euphorbiaceae	Euphorbia_calycina	0.001590431
Euphorbiaceae	Euphorbia_cotinifolia	0.003848451
Euphorbiaceae	Euphorbia_dendroides	0.001134115
Euphorbiaceae	Euphorbia_ingens	0.004417865
Euphorbiaceae	Euphorbia_oncoclada	0.004417865
Euphorbiaceae	Euphorbia_poissoni	0.001963495
Euphorbiaceae	Euphorbia_schlechtendalii	0.006361725
Euphorbiaceae	Euphorbia_tirucalli	0.001256637
Theaceae	Eurya_acuminata	0.002350697
Theaceae	Eurya_acuminatissima	0.001256637
Theaceae	Eurya_alata	0.001590431
Theaceae	Eurya_brevistyla	0.000962113
Theaceae	Eurya_cavinervis	0.000804248
Theaceae	Eurya_cerasifolia	0.001590431
Theaceae	Eurya_ciliata	0.002375829
Theaceae	Eurya_hebeclados	0.001452201
Theaceae	Eurya_impressinervis	0.000962113
Theaceae	Eurya_japonica	0.000962113
Theaceae	Eurya_macartneyi	0.001590431
Theaceae	Eurya_megatrichocarpa	0.003848451
Theaceae	Eurya_muricata	0.000962113
Theaceae	Eurya_nitida	0.001452201
Theaceae	Eurya_obovata	0.002827433
Theaceae	Eurya_tigang	0.003369751
Theaceae	Eurya_trichocarpa	0.004417865
Theaceae	Eurya_tsaii	0.001590431
Sapindaceae	Eurycorymbus_cavaleriei	0.007088218
Lauraceae	Eusideroxylon_zwageri	0.033666092
Santalaceae	Exocarpos_bidwillii	0.000490874
Rubiaceae	Fadogia_schmitzii	0.001138827
Rubiaceae	Fadogiella_stigmatoloba	0.00198313
Zygophyllaceae	Fagonia_mollis	0.000855299
Loganiaceae	Fagraea_fragrans	0.017671459
Loganiaceae	Fagraea_gracilipes	0.020358306
Loganiaceae	Fagraea_salticola	0.005410608
Fagaceae	Fagus_sylvatica	0.002318495
Fabaceae	Faidherbia_albida	0.03630503
Bignoniaceae	Fernandoa_adenophylla	0.008171282
Rubiaceae	Fernelia_buxifolia	0.000706858
Theaceae	Ficalhoa_laurifolia	0.017671459
Moraceae	Ficus_calimana	0.0254469
Moraceae	Ficus_carica	0.010386891
Moraceae	Ficus_pseudo-sycomorus	0.011309734
Moraceae	Ficus_sp	0.0319068
Moraceae	Ficus_sycomorus	0.022432542
Oleaceae	Fontanesia_phillyraeoides	0.001734945
Theaceae	Franklinia_alatamaha	0.001134115
Oleaceae	Fraxinus_syriaca	0.015393804
Theaceae	Freziera_undulata	0.005674502
Fabaceae	Gagnebina_pterocarpa	0.002922467
Proteaceae	Garnieria_spathulaefolia	0.00490167
Garryaceae	Garrya_buxifolia	0.000530929
Garryaceae	Garrya_elliptica	0.000615752
Garryaceae	Garrya_fadyena	0.001017876
Garryaceae	Garrya_flavescens	0.000490874
Garryaceae	Garrya_fremontii	0.00066052
Garryaceae	Garrya_glaberrima	0.000380133
Garryaceae	Garrya_laurifolia	0.001520531
Garryaceae	Garrya_longifolia	0.001963495
Garryaceae	Garrya_ovata	0.000530929
Garryaceae	Garrya_veatchii	0.000415476
Garryaceae	Garrya_wrightii	0.000314159
Araliaceae	Gastonia_mauritiana	0.001590431
Ericaceae	Gaultheria_anastomosans	0.00066052
Ericaceae	Gaultheria_buxifolia	0.000614378
Ericaceae	Gaultheria_erecta	0.000467574
Ericaceae	Gaultheria_eriophylla	0.000314159
Ericaceae	Gaultheria_mucronata	0.000208131
Ericaceae	Gaultheria_reticulata	0.000452389
Ericaceae	Gaultheria_rigida	0.000598866
Ericaceae	Gaultheria_rudis	0.000380133
Ericaceae	Gaultheria_shallon	0.000380918
Ericaceae	Gaultheria_strigosa	0.000380918
Ericaceae	Gaultheria_tomentosa	0.000254469
Rubiaceae	Genipa_americana	0.003216991
Fabaceae	Genista_fasselata	0.001963495
Fabaceae	Gilbertiodendron_sp	0.066051986
Fabaceae	Gilletiodendron_glandulosum	0.002827433
Ulmaceae	Gironniera_reticulata	0.015393804
Ulmaceae	Gironniera_subaequalis	0.012468981
Ulmaceae	Gironniera_yunnanensis	0.013273229
Anacardiaceae	Gluta_sp	0.027759113
Verbenaceae	Gmelina_arborea	0.026880252
Fabaceae	Goldmania_paraguensis	0.007853982
Apocynaceae	Gonioma_kamassi	0.005674502
Fabaceae	Gonocytisus_pterocladus	0.002375829
Thymelaeaceae	Gonystylus_sp	0.017671459
Theaceae	Gordonia_axillaris	0.001452201
Theaceae	Gordonia_excelsa	0.007697687
Theaceae	Gordonia_hainanensis	0.001809557
Theaceae	Gordonia_lasianthus	0.001885741
Theaceae	Gordonia_papuana	0.004243114
Fabaceae	Gossweilerodendron_balsamiferum	0.013273229
Fabaceae	Gossweilerodendron_joveri	0.031415927
Goupiaceae	Goupia_glabra	0.020862139
Proteaceae	Grevillea_robusta	0.015393804
Malvaceae	Grewia_villosa	0.002375829
Griseliniaceae	Griselinia_littoralis	0.000968569
Griseliniaceae	Griselinia_lucida	0.003515772
Griseliniaceae	Griselinia_ruscifolia	0.000754768
Zygophyllaceae	Guaiacum_sp	0.003631681
Meliaceae	Guarea_sp	0.015393804
Malvaceae	Guazuma_ulmifolia	0.013273229
Fabaceae	Guibourtia_arnoldiana	0.009503318
Fabaceae	Guibourtia_conjugata	0.005674502
Fabaceae	Guibourtia_copallifera	0.005026548
Fabaceae	Guibourtia_ehie	0.015393804
Fabaceae	Guibourtia_sp	0.015393804
Euphorbiaceae	Gymnanthes_borneensis	0.010386891
Euphorbiaceae	Gymnanthes_hypoleuca	0.003318307
Euphorbiaceae	Gymnanthes_klotzschiana	0.002827433
Euphorbiaceae	Gymnanthes_lucida	0.000855299
Euphorbiaceae	Gymnanthes_schottiana	0.001590431
Caryophyllaceae	Gymnocarpos_decandrum	0.000615752
Oleaceae	Haenianthus_salicifolius	0.010386891
Rosaceae	Hagenia_abyssinica	0.012867964
Styracaceae	Halesia_carolina	0.002375829
Styracaceae	Halesia_diptera	0.001963495
Styracaceae	Halesia_macgregorii	0.002206183
Amaranthaceae	Halogeton_alopecuroides	0.000962113
Amaranthaceae	Halothamnus_lancifolius	0.000706858
Amaranthaceae	Haloxylon_persicum	0.001963495
Amaranthaceae	Hammada_negevensis	0.000706858
Amaranthaceae	Hammada_salicornica	0.000962113
Amaranthaceae	Hammada_scoparia	0.000490874
Sapindaceae	Harpullia_cupanioides	0.006939778
Araliaceae	Hedera_helix	0.000962113
Monimiaceae	Hedycarya_arborea	0.001963495
Proteaceae	Helicia_nilagirica	0.007853982
Moraceae	Helicostylis_tovarensis	0.016512996
Helwingiaceae	Helwingia_himalaica	0.000994707
Helwingiaceae	Helwingia_japonica	0.00066052
Solanaceae	Henoonia_myrtifolia	0.001520531
Malvaceae	Heritiera_sp	0.039057065
Malvaceae	Heritiera_utilis	0.053092916
Rosaceae	Hesperomeles_heterophylla	0.001256637
Rosaceae	Hesperomeles_lanuginosa	0.002123717
Euphorbiaceae	Hevea_brasiliensis	0.033006358
Malvaceae	Hibiscus_micranthus	0.001452201
Malvaceae	Hibiscus_tiliaceus	0.014957123
Euphorbiaceae	Hieronima_alchorneoides	0.041547563
Celastraceae	Hippocratea_myriantha	0.024052819
Celastraceae	Hippocratea_vignei	0.024052819
Celastraceae	Hippocratea_volubilis	0.024052819
Rosaceae	Holodiscus_discolor	0.000962113
Aristolochiaceae	Holostylis_reniformis	0.000962113
Salicaceae	Homalium_sp	0.006361725
Dipterocarpaceae	Hopea_sp	0.017290148
Myristicaceae	Horsfieldia_sp	0.018397952
Staphyleaceae	Huertea_glandulosa	0.008332289
Papaveraceae	Hunnemannia_fumariaefolia	0.002290221
Styracaceae	Huodendron_biaristatum	0.002551759
Euphorbiaceae	Hura_crepitans	0.022167078
Celastraceae	Hylenaea_comosa	0.017671459
Celastraceae	Hylenaea_praecelsa	0.017671459
Fabaceae	Hymenaea_courbaril	0.024052819
Loranthaceae	Ileostylus_micranthus	0.001134115
Aquifoliaceae	Ilex_amplifolia	0.003525652
Aquifoliaceae	Ilex_anomala	0.003600658
Aquifoliaceae	Ilex_aquifolium	0.000697695
Aquifoliaceae	Ilex_argentina	0.002463009
Aquifoliaceae	Ilex_berteroi	0.002375829
Aquifoliaceae	Ilex_brasiliensis	0.001661903
Aquifoliaceae	Ilex_brevicuspis	0.001385442
Aquifoliaceae	Ilex_buergeri	0.001385442
Aquifoliaceae	Ilex_caliana	0.003959192
Aquifoliaceae	Ilex_canariensis	0.002552544
Aquifoliaceae	Ilex_caroliniana	0.001138827
Aquifoliaceae	Ilex_casiquiarensis	0.003525652
Aquifoliaceae	Ilex_cassine	0.001888883
Aquifoliaceae	Ilex_chapaensis	0.005541769
Aquifoliaceae	Ilex_chinensis	0.001385442
Aquifoliaceae	Ilex_cinerea	0.002733971
Aquifoliaceae	Ilex_cissoidea	0.00664761
Aquifoliaceae	Ilex_coriacea	0.00090792
Aquifoliaceae	Ilex_cornuta	0.000952295
Aquifoliaceae	Ilex_crenata	0.001170243
Aquifoliaceae	Ilex_curranii	0.001885741
Aquifoliaceae	Ilex_cymosa	0.007601476
Aquifoliaceae	Ilex_decidua	0.001134115
Aquifoliaceae	Ilex_dipyrena	0.001249176
Aquifoliaceae	Ilex_divaricata	0.002375829
Aquifoliaceae	Ilex_dubia	0.001661903
Aquifoliaceae	Ilex_dumosa	0.001520531
Aquifoliaceae	Ilex_excelsa	0.003848451
Aquifoliaceae	Ilex_fargesii	0.001134115
Aquifoliaceae	Ilex_ficoidea	0.002290221
Aquifoliaceae	Ilex_formosana	0.002375829
Aquifoliaceae	Ilex_fragilis	0.002375829
Aquifoliaceae	Ilex_glabra	0.000774795
Aquifoliaceae	Ilex_godajam	0.006361725
Aquifoliaceae	Ilex_goshiensis	0.002382898
Aquifoliaceae	Ilex_guianensis	0.005152212
Aquifoliaceae	Ilex_havilandii	0.002168092
Aquifoliaceae	Ilex_hypoglauca	0.005026548
Aquifoliaceae	Ilex_insignis	0.003019071
Aquifoliaceae	Ilex_integra	0.001696853
Aquifoliaceae	Ilex_intricata	0.001452201
Aquifoliaceae	Ilex_inundata	0.002463009
Aquifoliaceae	Ilex_jenmanii	0.005410608
Aquifoliaceae	Ilex_kleinii	0.000530929
Aquifoliaceae	Ilex_krugiana	0.003117245
Aquifoliaceae	Ilex_kwangtungensis	0.001661903
Aquifoliaceae	Ilex_latifolia	0.001963495
Aquifoliaceae	Ilex_laurifolia	0.003631681
Aquifoliaceae	Ilex_laurina	0.005026548
Aquifoliaceae	Ilex_ledermannii	0.009277123
Aquifoliaceae	Ilex_liukiuensis	0.002290221
Aquifoliaceae	Ilex_longipes	0.001134115
Aquifoliaceae	Ilex_macfadyenii	0.002642079
Aquifoliaceae	Ilex_martiniana	0.003848451
Aquifoliaceae	Ilex_micrococca	0.002922467
Aquifoliaceae	Ilex_mitis	0.004397052
Aquifoliaceae	Ilex_montana	0.00222307
Aquifoliaceae	Ilex_myricoides	0.002922467
Aquifoliaceae	Ilex_nayana	0.005541769
Aquifoliaceae	Ilex_opaca	0.001138827
Aquifoliaceae	Ilex_ovalifolia	0.003117245
Aquifoliaceae	Ilex_paraguariensis	0.002375829
Aquifoliaceae	Ilex_perado	0.00149854
Aquifoliaceae	Ilex_petiolaris	0.005026548
Aquifoliaceae	Ilex_quercetorum	0.001385442
Aquifoliaceae	Ilex_repanda	0.002375829
Aquifoliaceae	Ilex_rimbachii	0.003019071
Aquifoliaceae	Ilex_rotunda	0.002922467
Aquifoliaceae	Ilex_sclerophylloides	0.010028749
Aquifoliaceae	Ilex_sebertii	0.003117245
Aquifoliaceae	Ilex_serrata	0.001134115
Aquifoliaceae	Ilex_sideroxyloides	0.00453646
Aquifoliaceae	Ilex_sp	0.00430084
Aquifoliaceae	Ilex_subrugosa	0.001963495
Aquifoliaceae	Ilex_theezans	0.001963495
Aquifoliaceae	Ilex_tolucana	0.002123717
Aquifoliaceae	Ilex_umbellata	0.005026548
Aquifoliaceae	Ilex_uniflora	0.003117245
Aquifoliaceae	Ilex_versteeghii	0.003959192
Aquifoliaceae	Ilex_verticillata	0.001385442
Aquifoliaceae	Ilex_volkensiana	0.002733971
Illiciaceae	Illicium_anisatum	0.001520531
Illiciaceae	Illicium_arborescens	0.003959192
Illiciaceae	Illicium_cubense	0.002290221
Illiciaceae	Illicium_floridanum	0.001194591
Illiciaceae	Illicium_henryi	0.002922467
Illiciaceae	Illicium_majus	0.002733971
Illiciaceae	Illicium_parviflorum	0.001134115
Illiciaceae	Illicium_ridleyanum	0.003421194
Illiciaceae	Illicium_tashiroi	0.002042821
Illiciaceae	Illicium_tenuifolium	0.003019071
Balsaminaceae	Impatiens_arguta	0.001661903
Balsaminaceae	Impatiens_niamniamensis	0.00453646
Fabaceae	Indopiptadenia_oudhensis	0.013273229
Fabaceae	Inga_uraguensis	0.013273229
Fabaceae	Intsia_sp	0.040645926
Asteraceae	Inula_crithmoides	0.000855299
Asteraceae	Inula_viscosa	0.000855299
Irvingiaceae	Irvingia_gabonensis	0.032365473
Irvingiaceae	Irvingia_malayana	0.032365473
Escalloniaceae	Ixerba_brexioides	0.001237858
Bignoniaceae	Jacaranda_arborea	0.008824734
Bignoniaceae	Jacaranda_brasiliana	0.005089576
Bignoniaceae	Jacaranda_caerulea	0.007542964
Bignoniaceae	Jacaranda_caroba	0.006082123
Bignoniaceae	Jacaranda_caucana	0.004912207
Bignoniaceae	Jacaranda_coerulea	0.005026548
Bignoniaceae	Jacaranda_copaia	0.032840246
Bignoniaceae	Jacaranda_cuspidifolia	0.005451547
Bignoniaceae	Jacaranda_glabra	0.014235342
Bignoniaceae	Jacaranda_hesperia	0.013684778
Bignoniaceae	Jacaranda_micrantha	0.006654679
Bignoniaceae	Jacaranda_mimosifolia	0.003413733
Bignoniaceae	Jacaranda_morii	0.002551759
Bignoniaceae	Jacaranda_obtusifolia	0.005751078
Bignoniaceae	Jacaranda_poitaei	0.005541769
Bignoniaceae	Jacaranda_puberula	0.005741457
Bignoniaceae	Jacaranda_rhombifolia	0.002827433
Caricaceae	Jacaratia_hassleriana	0.001885741
Oleaceae	Jasminum_fruticans	0.000855299
Juglandaceae	Juglans_australis	0.034636059
Juglandaceae	Juglans_regia	0.017018596
Fabaceae	Julbernardia_sp	0.010935884
Rosaceae	Kageneckia_lanceolata	0.001256637
Cornaceae	Kaliphora_madagascariensis	0.000706858
Rhamnaceae	Karwinskia_calderoni	0.003739281
Rhamnaceae	Karwinskia_humboldtiana	0.003318307
Rhamnaceae	Karwinskia_latifolia	0.003959192
Rhamnaceae	Karwinskia_mollis	0.003019071
Rhamnaceae	Karwinskia_parvifolia	0.003848451
Rubiaceae	Keetia_cornelia	0.001256637
Rubiaceae	Keetia_gueinzii	0.010935884
Rubiaceae	Keetia_hispida	0.005281017
Meliaceae	Khaya_sp	0.020106193
Bignoniaceae	Kigelia_africana	0.006519197
Proteaceae	Knightia_excelsa	0.005944679
Celastraceae	Kokoona_littoralis	0.003117245
Fabaceae	Koompassia_excelsa	0.046495571
Fabaceae	Koompassia_malaccensis	0.056322866
Rhamnaceae	Krugiodendron_ferreum	0.002922467
Myrtaceae	Kunzea_ericoides	0.003318307
Myrtaceae	Kunzea_sinclairii	0.002642079
Lactoridaceae	Lactoris_fernandeziana	0.001320254
Rubiaceae	Lagynias_pallidiflora	0.000754768
Monimiaceae	Laurelia_novae-zelandiae	0.002827433
Lauraceae	Laurus_azorica	0.005152997
Lauraceae	Laurus_nobilis	0.002463401
Fabaceae	Lecointea_amazonica	0.00664761
Boraginaceae	Lepidocordia_punctata	0.002827433
Boraginaceae	Lepidocordia_williamsii	0.002375829
Sapindaceae	Lepisanthes_rubiginosa	0.005026548
Sapindaceae	Lepisanthes_senegalensis	0.005026548
Myrtaceae	Leptospermum_scoparium	0.002375829
Fabaceae	Leucomphalos_sp	0.010386891
Ericaceae	Leucopogon_cymbulae	0.001141184
Ericaceae	Leucopogon_fasciculatus	0.000962113
Ericaceae	Leucopogon_malayanus	0.001017876
Ericaceae	Leucopogon_richei	0.000754768
Ericaceae	Leucothoe_axillaris	0.000314159
Ericaceae	Leucothoe_fontanesiana	0.000254469
Ericaceae	Leucothoe_grayana	0.000415476
Lauraceae	Licaria_armeniaca	0.003848451
Lauraceae	Licaria_campechiana	0.003318307
Lauraceae	Licaria_canella	0.012016592
Lauraceae	Licaria_capitata	0.006361725
Lauraceae	Licaria_guianensis	0.009503318
Lauraceae	Licaria_sp	0.006361725
Lauraceae	Licaria_subbullata	0.007107853
Oleaceae	Ligustrum_confusum	0.000962113
Oleaceae	Ligustrum_delavayanum	0.000314159
Oleaceae	Ligustrum_indicum	0.001385442
Oleaceae	Ligustrum_japonicum	0.000962113
Oleaceae	Ligustrum_lucidum	0.002244668
Oleaceae	Ligustrum_nepalense	0.001256637
Oleaceae	Ligustrum_sinense	0.001385442
Hamamelidaceae	Liquidambar_styraciflua	0.002375829
Sapindaceae	Litchi_chinensis	0.009676891
Fagaceae	Lithocarpus_elegans	0.015393804
