Family	Binomial	A
Fagaceae	Lithocarpus_pachyphylla	0.010386891
Fagaceae	Lithocarpus_sp	0.020106193
Anacardiaceae	Lithraea_ternifolia	0.002042821
Lauraceae	Litsea_calicaris	0.00453646
Celastraceae	Loeseneriella_apiculata	0.082957681
Fabaceae	Lonchocarpus_leucanthus	0.023506182
Caprifoliaceae	Lonicera_chamissoi	0.001590431
Caprifoliaceae	Lonicera_chrysantha	0.000706858
Caprifoliaceae	Lonicera_demissa	0.000706858
Caprifoliaceae	Lonicera_gracilipes	0.000706858
Caprifoliaceae	Lonicera_maacki	0.000962113
Caprifoliaceae	Lonicera_morrowii	0.000962113
Caprifoliaceae	Lonicera_praeflorens	0.000706858
Caprifoliaceae	Lonicera_tschonoskii	0.001256637
Ochnaceae	Lophira_alata	0.049875925
Myrtaceae	Lophomyrtus_aotearoana	0.001134115
Myrtaceae	Lophomyrtus_obcordata	0.00066052
Celastraceae	Lophopetalum_sp	0.011309734
Meliaceae	Lovoa_trichilioides	0.014313882
Malvaceae	Luehea_divaricata	0.006361725
Solanaceae	Lycium_depressum	0.003631681
Solanaceae	Lycium_europaeum	0.005410608
Solanaceae	Lycium_schweinfurthii	0.003631681
Solanaceae	Lycium_shawii	0.001809557
Ericaceae	Lyonia_ferruginea	0.001082279
Ericaceae	Lyonia_heptamera	0.001194591
Ericaceae	Lyonia_jamaicensis	0.000855299
Ericaceae	Lyonia_lucida	0.000380133
Ericaceae	Lyonia_ovalifolia	0.000879122
Ericaceae	Lyonia_squamulosa	0.000804248
Rosaceae	Lyonothamnus_floribundus	0.001194591
Bignoniaceae	Macfadyena_unguis-cati	0.009852035
Fabaceae	Machaerium_scleroxylon	0.006361725
Moraceae	Maclura_africana	0.016512996
Moraceae	Maclura_brasiliensis	0.024052819
Moraceae	Maclura_cochinchinensis	0.0254469
Moraceae	Maclura_pomifera	0.017671459
Moraceae	Maclura_spinosa	0.020106193
Moraceae	Maclura_tinctoria	0.019379307
Moraceae	Maclura_tricuspidata	0.014313882
Sapotaceae	Madhuca_sp	0.011309734
Brassicaceae	Maerua_crassifolia	0.001809557
Myrsinaceae	Maesa_chisia	0.001661903
Myrsinaceae	Maesa_macrophylla	0.002551759
Myrsinaceae	Maesa_montana	0.001809557
Magnoliaceae	Magnolia_acuminata	0.00453646
Magnoliaceae	Magnolia_albosericea	0.001963495
Magnoliaceae	Magnolia_amoena	0.001963495
Magnoliaceae	Magnolia_cathcartii	0.002827433
Magnoliaceae	Magnolia_championii	0.001590431
Magnoliaceae	Magnolia_coco	0.000754768
Magnoliaceae	Magnolia_cylindrica	0.003318307
Magnoliaceae	Magnolia_dawsoniana	0.003959192
Magnoliaceae	Magnolia_delavayi	0.002375829
Magnoliaceae	Magnolia_drymifolia	0.009852035
Magnoliaceae	Magnolia_globosa	0.002375829
Magnoliaceae	Magnolia_grandiflora	0.002290221
Magnoliaceae	Magnolia_henryi	0.004778362
Magnoliaceae	Magnolia_heptapeta	0.00490167
Magnoliaceae	Magnolia_hypoleuca	0.00430084
Magnoliaceae	Magnolia_kobus	0.001521316
Magnoliaceae	Magnolia_nitida	0.003913246
Magnoliaceae	Magnolia_officinalis	0.002642079
Magnoliaceae	Magnolia_phanerophlebia	0.003421194
Magnoliaceae	Magnolia_quinquepeta	0.002922467
Magnoliaceae	Magnolia_sargentiana	0.005026548
Magnoliaceae	Magnolia_sieboldii	0.001963495
Magnoliaceae	Magnolia_soulangeana	0.002463009
Magnoliaceae	Magnolia_splendens	0.008659015
Magnoliaceae	Magnolia_sprengeri	0.005026548
Magnoliaceae	Magnolia_tripetala	0.001734945
Magnoliaceae	Magnolia_zenii	0.001963495
Rosaceae	Malus_baccata	0.001278432
Rosaceae	Malus_domestica	0.000962113
Rosaceae	Malus_halliana	0.000754768
Rosaceae	Malus_honanensis	0.000962113
Rosaceae	Malus_hupehensis	0.001180061
Rosaceae	Malus_manshurica	0.000804248
Rosaceae	Malus_melliana	0.000962113
Rosaceae	Malus_pumila	0.000962113
Rosaceae	Malus_rivularis	0.001134115
Rosaceae	Malus_rockii	0.001385442
Rosaceae	Malus_sibirica	0.00066052
Rosaceae	Malus_spectabilis	0.000706858
Rosaceae	Malus_sylvestris	0.001194591
Rosaceae	Malus_toringoides	0.000962113
Rosaceae	Malus_trilobata	0.001109375
Rosaceae	Malus_yunnanensis	0.00066052
Clusiaceae	Mammea_africana	0.032365473
Anacardiaceae	Mangifera_indica	0.022698007
Magnoliaceae	Manglietia_aromatica	0.005281017
Magnoliaceae	Manglietia_conifera	0.003117245
Magnoliaceae	Manglietia_dandyi	0.001661903
Magnoliaceae	Manglietia_fordiana	0.003690193
Magnoliaceae	Manglietia_grandis	0.005152997
Magnoliaceae	Manglietia_insignis	0.003421194
Magnoliaceae	Manglietia_lucida	0.006792909
Magnoliaceae	Manglietia_megaphylla	0.005410608
Magnoliaceae	Manglietia_moto	0.002290221
Magnoliaceae	Manglietia_pachyclada	0.002463009
Magnoliaceae	Manglietia_pachyphylla	0.002375829
Magnoliaceae	Manglietia_sinica	0.007389811
Sapotaceae	Manilkara_bidentata	0.009852035
Sapotaceae	Manilkara_kauki	0.007034811
Bignoniaceae	Mansoa_alliacea	0.012667687
Bignoniaceae	Mansoa_puberulus	0.009160884
Bignoniaceae	Mansoa_verrucifera	0.003631681
Malvaceae	Mansonia_altissima	0.007088218
Malvaceae	Mansonia_gagei	0.001134115
Moraceae	Maquira_calophylla	0.012271846
Moraceae	Maquira_sclerophylla	0.020106193
Marcgraviaceae	Marcgravia_brachysepala	0.024328494
Marcgraviaceae	Marcgravia_brownei	0.022998422
Marcgraviaceae	Marcgravia_coriacea	0.060698712
Marcgraviaceae	Marcgravia_evenia	0.013950635
Marcgraviaceae	Marcgravia_oligandra	0.002123717
Marcgraviaceae	Marcgravia_pedunculosa	0.016423723
Marcgraviaceae	Marcgravia_purpurea	0.0254469
Marcgraviaceae	Marcgravia_rectiflora	0.003421194
Marcgraviaceae	Marcgravia_schippii	0.003959192
Marcgraviaceae	Marcgravia_sintenisii	0.003393313
Marcgraviaceae	Marcgravia_stonei	0.003216991
Marcgraviaceae	Marcgravia_tobagensis	0.002463009
Marcgraviaceae	Marcgravia_umbellata	0.017618444
Bignoniaceae	Markhamia_obtusifolia	0.011309734
Bignoniaceae	Markhamia_sessilis	0.011122023
Bignoniaceae	Markhamia_stipulata	0.010618583
Dipterocarpaceae	Marquesia_macroura	0.008992024
Cornaceae	Mastixia_arborea	0.010935884
Cornaceae	Mastixia_cuspidata	0.007542964
Cornaceae	Mastixia_eugenioides	0.004778362
Cornaceae	Mastixia_kaniensis	0.006792909
Cornaceae	Mastixia_macrophylla	0.005152997
Cornaceae	Mastixia_octandra	0.006221139
Cornaceae	Mastixia_pentandra	0.006221139
Cornaceae	Mastixia_rostrata	0.004417865
Cornaceae	Mastixia_tetrandra	0.005410608
Cornaceae	Mastixia_tetrapetala	0.003848451
Cornaceae	Mastixia_trichotoma	0.007853982
Celastraceae	Maytenus_rufa	0.001256637
Cornaceae	Melanophylla_capuronii	0.006082123
Cornaceae	Melanophylla_crenata	0.00664761
Styracaceae	Melliodendron_wangianum	0.00453646
Styracaceae	Melliodendron_xylocarpum	0.003216991
Acanthaceae	Mendoncia_gigas	0.031415927
Moraceae	Mesogyne_insignis	0.007088218
Rosaceae	Mespilus_germanica	0.00090792
Clusiaceae	Mesua_ferrea	0.017671459
Rubiaceae	Meyna_pubescens	0.000346361
Rubiaceae	Meyna_spinosa	0.002642079
Lauraceae	Mezilaurus_sp	0.011309734
Magnoliaceae	Michelia_aenea	0.003739281
Magnoliaceae	Michelia_alba	0.004071504
Magnoliaceae	Michelia_baillonii	0.008332289
Magnoliaceae	Michelia_balansae	0.002827433
Magnoliaceae	Michelia_cavaleriei	0.003959192
Magnoliaceae	Michelia_champaca	0.008011847
Magnoliaceae	Michelia_chapensis	0.002642079
Magnoliaceae	Michelia_compressa	0.002463009
Magnoliaceae	Michelia_coriacea	0.002827433
Magnoliaceae	Michelia_doltsopa	0.001194591
Magnoliaceae	Michelia_figo	0.001134115
Magnoliaceae	Michelia_floribunda	0.001520531
Magnoliaceae	Michelia_foveolata	0.001520531
Magnoliaceae	Michelia_fulva	0.002123717
Magnoliaceae	Michelia_hypolampra	0.004417865
Magnoliaceae	Michelia_lacei	0.009503318
Magnoliaceae	Michelia_macclurei	0.003318307
Magnoliaceae	Michelia_martinii	0.004417865
Magnoliaceae	Michelia_maudiae	0.001963495
Magnoliaceae	Michelia_mediocris	0.005026548
Magnoliaceae	Michelia_odora	0.003848451
Magnoliaceae	Michelia_shiluensis	0.005026548
Magnoliaceae	Michelia_velutina	0.009331316
Magnoliaceae	Michelia_wilsonii	0.002206183
Magnoliaceae	Michelia_yunnanensis	0.002827433
Euphorbiaceae	Micrandra_inundata	0.007853982
Fabaceae	Microberlinia_brazzavillensis	0.033006358
Santalaceae	Mida_salicifolia	0.001256637
Fabaceae	Mildbraediodendron_excelsum	0.023638914
Moraceae	Milicia_excelsa	0.035566363
Moraceae	Milicia_regia	0.027759113
Fabaceae	Millettia_laurentii	0.055154586
Fabaceae	Millettia_stuhlmannii	0.031415927
Olacaceae	Minquartia_guianensis	0.005026548
Sapindaceae	Mischocarpus_pentapetalus	0.005541769
Sapindaceae	Mischocarpus_sundaicus	0.005541769
Rubiaceae	Mitragyna_sp	0.008659015
Fabaceae	Monopetalanthus_sp	0.013273229
Dipterocarpaceae	Monotes_africana	0.004185387
Ericaceae	Monotoca_elliptica	0.000713927
Ericaceae	Monotoca_tamariscina	0.000283529
Moringaceae	Moringa_peregrina	0.024052819
Moraceae	Morus_alba	0.02249616
Moraceae	Morus_insignis	0.012271846
Moraceae	Morus_macroura	0.03630503
Moraceae	Morus_mesozygia	0.024884555
Moraceae	Morus_nigra	0.016060607
Moraceae	Morus_rubra	0.016512996
Melastomataceae	Mouriri_sp	0.008992024
Myrtaceae	Myrcianthes_pungens	0.000452389
Myricaceae	Myrica_esculenta	0.001590431
Myristicaceae	Myristica_sp	0.022698007
Myrothamnaceae	Myrothamnus_flabellifolius	0.000153938
Fabaceae	Myroxylon_sp	0.016512996
Myrtaceae	Myrtus_communis	0.000615752
Oleaceae	Myxopyrum_nervosum	0.003631681
Rubiaceae	Nauclea_diderrichii	0.028352874
Moraceae	Naucleopsis_amara	0.017671459
Moraceae	Naucleopsis_concinna	0.005674502
Lauraceae	Nectandra_lanceolata	0.007088218
Lauraceae	Nectandra_megapotamica	0.012271846
Erythroxylaceae	Nectaropetalum_zuluense	0.001661903
Ericaceae	Needhamiella_pumilio	7.85398E-05
Bignoniaceae	Neomacfadya_podopogon	0.00664761
Myrtaceae	Neomyrtus_pedunculata	0.000530929
Sapindaceae	Nephelium_lappaceum	0.013069811
Apocynaceae	Nerium_oleander	0.002375829
Malvaceae	Nesogordonia_papaverifera	0.005026548
Oleaceae	Nestegis_apetala	0.002642079
Oleaceae	Nestegis_cunninghamii	0.001590431
Oleaceae	Nestegis_lanceolata	0.001385442
Oleaceae	Nestegis_montana	0.001194591
Bignoniaceae	Newbouldia_laevis	0.00319068
Solanaceae	Nicotiana_glauca	0.002827433
Zygophyllaceae	Nitraria_retusa	0.002375829
Amaranthaceae	Noaea_mucronata	0.000415476
Marcgraviaceae	Norantea_adamantium	0.012076282
Marcgraviaceae	Norantea_costaricensis	0.007542964
Marcgraviaceae	Norantea_diaz-piedrahitae	0.043005262
Marcgraviaceae	Norantea_goyasensis	0.041547563
Marcgraviaceae	Norantea_guianensis	0.017044711
Marcgraviaceae	Norantea_mixta	0.021903969
Marcgraviaceae	Norantea_spiciflora	0.003959192
Marcgraviaceae	Norantea_subsessilis	0.002642079
Marcgraviaceae	Norantea_tepuiensis	0.039970876
Lauraceae	Nothaphoebe_sp	0.031415927
Fagaceae	Nothofagus_dombeyi	0.001963495
Fagaceae	Nothofagus_fusca	0.002206183
Fagaceae	Nothofagus_menziesii	0.002463009
Fagaceae	Nothofagus_solandri	0.001707848
Fagaceae	Nothofagus_truncata	0.002642079
Scrophulariaceae	Nuxia_verticillata	0.000706858
Verbenaceae	Nyctanthes_arbor-tristis	0.002375829
Cornaceae	Nyssa_aquatica	0.001885741
Cornaceae	Nyssa_biflora	0.001885741
Cornaceae	Nyssa_javanica	0.006792909
Cornaceae	Nyssa_ogeche	0.002733971
Cornaceae	Nyssa_sinensis	0.002922467
Cornaceae	Nyssa_sp	0.001590431
Cornaceae	Nyssa_sylvatica	0.002042821
Cornaceae	Nyssa_ursina	0.001520531
Olacaceae	Ochanostachys_amentacea	0.007542964
Ochnaceae	Ochna_mauritiana	0.000754768
Resedaceae	Ochradenus_baccatus	0.005674502
Malvaceae	Ochroma_lagopus	0.03630503
Lauraceae	Ocotea_puberula	0.011309734
Lauraceae	Ocotea_rubra	0.020106193
Olacaceae	Octoknema_borealis	0.004417865
Datiscaceae	Octomeles_moluccana	0.031415927
Rosaceae	Oemleria_cerasiformis	0.001017876
Santalaceae	Okoubaka_aubrevillei	0.017671459
Oleaceae	Olea_brachiata	0.002827433
Oleaceae	Olea_capaensis	0.003318307
Oleaceae	Olea_dioica	0.001256637
Oleaceae	Olea_europaea	0.001739657
Oleaceae	Olea_glandulifera	0.002827433
Oleaceae	Olea_hainanensis	0.003848451
Oleaceae	Olea_lancea	0.003318307
Oleaceae	Olea_yuennanensis	0.001963495
Ericaceae	Oligarrhena_micrantha	0.000153938
Acanthaceae	Oplonia_vincoides	0.000598866
Juglandaceae	Oreomunnea_sp	0.022698007
Fabaceae	Ormosia_sp	0.029864765
Oleaceae	Osmanthus_choripetalus	0.001590431
Oleaceae	Osmanthus_didymopetalus	0.001256637
Oleaceae	Osmanthus_fragrans	0.000572555
Oleaceae	Osmanthus_marginatus	0.00107521
Oleaceae	Osmanthus_matsumuranus	0.002375829
Oleaceae	Osmanthus_yunnanensis	0.000962113
Rosaceae	Osteomeles_anthyllidifolia	0.000804248
Ericaceae	Oxydendrum_arboreum	0.001233075
Fabaceae	Oxystigma_sp	0.031415927
Rubiaceae	Pachystigma_pygmaeum	0.001134115
Rubiaceae	Pachystigma_solitariiflorum	0.001320254
Bignoniaceae	Pajanelia_longifolia	0.020106193
Sapotaceae	Palaquium_sp	0.017671459
Rhamnaceae	Paliurus_spina-christi	0.002552544
Dipterocarpaceae	Parashorea_sp	0.041547563
Fabaceae	Parkia_biglobosa	0.018385386
Boraginaceae	Patagonula_americana	0.004133158
Scrophulariaceae	Paulownia_tomentosa	0.033438327
Sapotaceae	Payena_acuminata	0.016512996
Geraniaceae	Pelargonium_abrotanifolium	0.000452389
Geraniaceae	Pelargonium_citronellum	0.000855299
Geraniaceae	Pelargonium_cucullatum	0.001452201
Geraniaceae	Pelargonium_glutinosum	0.000754768
Geraniaceae	Pelargonium_grandiflorum	0.001134115
Geraniaceae	Pelargonium_graveolens	0.001256637
Geraniaceae	Pelargonium_greytonense	0.000855299
Geraniaceae	Pelargonium_hispidum	0.001661903
Geraniaceae	Pelargonium_papilionaceum	0.001963495
Geraniaceae	Pelargonium_scabrum	0.00090792
Geraniaceae	Pelargonium_vitifolium	0.002290221
Geraniaceae	Pelargonium_zonale	0.00107521
Tetrameristaceae	Pelliciera_rhizophorae	0.002869583
Fabaceae	Peltophorum_vogelianum	0.020106193
Lythraceae	Pemphis_acidula	0.003318307
Icacinaceae	Pennantia_corymbosa	0.001194591
Malvaceae	Pentace_sp	0.017671459
Tetrameristaceae	Pentamerista_neotropica	0.00731402
Pentaphylacaceae	Pentaphylax_arborca	0.001134115
Euphorbiaceae	Pera_glabrata	0.017671459
Rosaceae	Peraphyllum_ramosissimum	0.000314159
Loranthaceae	Peraxilla_colensoi	0.001134115
Loranthaceae	Peraxilla_tetrasepala	0.001194591
Moraceae	Perebea_guianensis	0.012867964
Fabaceae	Pericopsis_elata	0.009503318
Apocynaceae	Periploca_aphylla	0.001809557
Celastraceae	Peritassa_sp	0.007853982
Proteaceae	Persoonia_toru	0.001661903
Phytolaccaceae	Petiveria_alliacea	0.000254469
Rosaceae	Petrophytum_caespitosum	0.000314159
Oleaceae	Phillyrea_latifolia	0.000435994
Lamiaceae	Phlomis_fruticosa	0.006939778
Rosaceae	Photinia_arbutifolia	0.000886027
Rosaceae	Photinia_beauverdiana	0.001520531
Rosaceae	Photinia_benthamiana	0.001734945
Rosaceae	Photinia_davidiana	0.000380133
Rosaceae	Photinia_davidsoniae	0.000829773
Rosaceae	Photinia_glabra	0.00066052
Rosaceae	Photinia_prunifolia	0.000706858
Rosaceae	Photinia_schneideriana	0.001590431
Rosaceae	Photinia_serrulata	0.000572555
Rosaceae	Photinia_villosa	0.001354419
Bignoniaceae	Phryganocydia_corymbosa	0.013892908
Bignoniaceae	Phyllarthron_ilicifolium	0.003337942
Ulmaceae	Phyllostylon_brasiliensis	0.001590431
Rosaceae	Physocarpus_capitatus	0.001134115
Ericaceae	Pieris_formosa	0.000673086
Ericaceae	Pieris_japonica	0.000240725
Erythroxylaceae	Pinacopodium_congolense	0.004656626
Fabaceae	Piptadenia_excelsa	0.008060149
Fabaceae	Piptadenia_macrocarpa	0.006361725
Fabaceae	Piptadenia_paraguayensis	0.00453646
Fabaceae	Piptadenia_rigida	0.014405511
Fabaceae	Piptadeniastrum_africanum	0.051090151
Anacardiaceae	Pistacia_atlantica	0.005410608
Anacardiaceae	Pistacia_lentiscus	0.003374071
Anacardiaceae	Pistacia_x_saportae	0.002642079
Fabaceae	Pithecellobium_saman	0.025164943
Bignoniaceae	Pithecoctenium_crucigerum	0.011499015
Bignoniaceae	Pithecoctenium_dolichoides	0.016060607
Pittosporaceae	Pittosporum_ferrugineum	0.00430084
Pittosporaceae	Pittosporum_pullifolium	0.002827433
Pittosporaceae	Pittosporum_ramiflorum	0.004417865
Proteaceae	Placospermum_coriaceum	0.010386891
Malvaceae	Plagianthus_sidoides	0.017671459
Platanaceae	Platanus_kerrii	0.006939778
Platanaceae	Platanus_orientalis	0.002827433
Platanaceae	Platanus_sp	0.003848451
Fabaceae	Platymiscium_pinnatum	0.011309734
Elaeocarpaceae	Platytheca_juniperina	0.000415476
Elaeocarpaceae	Platytheca_verticillata	0.000490874
Asteraceae	Pluchea_dioscoridis	0.002206183
Rosaceae	Polylepis_australis	0.000490874
Rosaceae	Polylepis_incana	0.002827433
Rosaceae	Polylepis_pallidistigma	0.001590431
Sapindaceae	Pometia_pinnata	0.028485606
Sapindaceae	Pometia_tomentosa	0.024605739
Salicaceae	Populus_euphratica	0.002375829
Salicaceae	Populus_sp	0.003318307
Bignoniaceae	Potamoganos_microcalyx	0.019359279
Sapotaceae	Pouteria_alnifolia	0.005026548
Sapotaceae	Pouteria_sp	0.008659015
Rosaceae	Prinsepia_sinensis	0.000490874
Rosaceae	Prinsepia_utilis	0.000706858
Celastraceae	Prionostemma_aspera	0.024052819
Ericaceae	Prionotes_cerinthoides	0.000188888
Celastraceae	Pristimera_sp	0.024052819
Fabaceae	Prosopis_africana	0.0254469
Fabaceae	Prosopis_farcta	0.005026548
Fabaceae	Prosopis_flexuosa	0.013273229
Rosaceae	Prunus_africana	0.010935884
Rosaceae	Prunus_annularis	0.007853982
Rosaceae	Prunus_arborea	0.024052819
Rosaceae	Prunus_avium	0.001989937
Rosaceae	Prunus_brachypoda	0.001130973
Rosaceae	Prunus_buergeriana	0.001555481
Rosaceae	Prunus_campanulata	0.002290221
Rosaceae	Prunus_cerasifera	0.000855299
Rosaceae	Prunus_cerasoides	0.002464579
Rosaceae	Prunus_clarofolia	0.001885741
Rosaceae	Prunus_communis	0.003848451
Rosaceae	Prunus_conradinae	0.003318307
Rosaceae	Prunus_cornuta	0.002642079
Rosaceae	Prunus_davidiana	0.000706858
Rosaceae	Prunus_dielsiana	0.001385442
Rosaceae	Prunus_domestica	0.001134115
Rosaceae	Prunus_fordiana	0.003019071
Rosaceae	Prunus_grayana	0.002508954
Rosaceae	Prunus_griseum	0.012271846
Rosaceae	Prunus_holosericea	0.000706858
Rosaceae	Prunus_hypotricha	0.004417865
Rosaceae	Prunus_insititia	0.001134115
Rosaceae	Prunus_javanica	0.012271846
Rosaceae	Prunus_kansuensis	0.00107521
Rosaceae	Prunus_korshinskyi	0.002375829
Rosaceae	Prunus_latifolia	0.010386891
Rosaceae	Prunus_laurocerasus	0.001320254
Rosaceae	Prunus_lusitanica	0.001134115
Rosaceae	Prunus_lyonii	0.001590431
Rosaceae	Prunus_maackii	0.001359132
Rosaceae	Prunus_mahaleb	0.001590431
Rosaceae	Prunus_mandshurica	0.001134115
Rosaceae	Prunus_martabanica	0.012271846
Rosaceae	Prunus_maximowiczii	0.001103092
Rosaceae	Prunus_mira	0.001809557
Rosaceae	Prunus_mume	0.001091546
Rosaceae	Prunus_napaulensis	0.005410608
Rosaceae	Prunus_obtusata	0.002551759
Rosaceae	Prunus_parvifolia	0.013273229
Rosaceae	Prunus_persica	0.001017876
Rosaceae	Prunus_perulata	0.002375829
Rosaceae	Prunus_phaeosticta	0.001661903
Rosaceae	Prunus_pissardi	0.001017876
Rosaceae	Prunus_polystachya	0.024052819
Rosaceae	Prunus_prostrata	0.000615752
Rosaceae	Prunus_pseudo-cerasus	0.001590431
Rosaceae	Prunus_pullei	0.004417865
Rosaceae	Prunus_racemosa	0.001320778
Rosaceae	Prunus_ramburei	0.001134115
Rosaceae	Prunus_rufa	0.002290221
Rosaceae	Prunus_salicina	0.001164353
Rosaceae	Prunus_sargentii	0.001963495
Rosaceae	Prunus_schlechteri	0.020106193
Rosaceae	Prunus_serotina	0.002290221
Rosaceae	Prunus_serrula	0.001848042
Rosaceae	Prunus_serrulata	0.00137641
Rosaceae	Prunus_setulosa	0.001520531
Rosaceae	Prunus_sibirica	0.000804248
Rosaceae	Prunus_sp	0.001963495
Rosaceae	Prunus_spinosa	0.001075995
Rosaceae	Prunus_spinulosa	0.001734945
Rosaceae	Prunus_ssiori	0.001809557
Rosaceae	Prunus_tomentosa	0.000805033
Rosaceae	Prunus_topengii	0.009852035
Rosaceae	Prunus_triloba	0.000754768
Rosaceae	Prunus_undulata	0.003216991
Rosaceae	Prunus_ursina	0.000962113
Rosaceae	Prunus_ussuriensis	0.000962898
Rosaceae	Prunus_virginiana	0.001885741
Rosaceae	Prunus_vulgare	0.008332289
Rosaceae	Prunus_vulgaris	0.001214226
Rosaceae	Prunus_wilsonii	0.004417865
Rosaceae	Prunus_yedoensis	0.000962113
Rosaceae	Prunus_zeylanicum	0.017671459
Rosaceae	Prunus_zippeliana	0.003848451
Moraceae	Pseudolmedia_laevigata	0.010935884
Fabaceae	Pseudosindora_palustris	0.040470782
Rubiaceae	Psydrax_horizontalis	0.001256637
Rubiaceae	Psydrax_subcordata	0.010751315
Boraginaceae	Pteleocarpa_lamponga	0.008659015
Fabaceae	Pterocarpus_angolensis	0.041547563
Fabaceae	Pterocarpus_indicus	0.0254469
Fabaceae	Pterocarpus_officinalis	0.0254469
Fabaceae	Pterocarpus_santalinus	0.041547563
Fabaceae	Pterocarpus_soyauxii	0.041547563
Fabaceae	Pterocarpus_sp	0.061575216
Ulmaceae	Pteroceltis_tatarinowii	0.006920143
Malvaceae	Pterocymbium_sp	0.063793966
Malvaceae	Pterospermum_sp	0.013273229
Styracaceae	Pterostyrax_corymbosum	0.003216991
Styracaceae	Pterostyrax_hispidus	0.002463009
Malvaceae	Pterygota_sp	0.0254469
Lythraceae	Punica_granatum	0.002043606
Lythraceae	Punica_protopunica	0.002123717
Euphorbiaceae	Putranjiva_roxburghii	0.001734945
Myristicaceae	Pycnanthus_angolense	0.038013271
Rubiaceae	Pygmaeothamnus_zeyheri	0.001125476
Rosaceae	Pyracantha_crenulata	0.00066052
Rosaceae	Pyracantha_fortuneana	0.000804248
Theaceae	Pyrenaria_championii	0.001452201
Theaceae	Pyrenaria_menglaensis	0.003318307
Theaceae	Pyrenaria_microcarpa	0.001256637
Theaceae	Pyrenaria_multisepala	0.002375829
Bignoniaceae	Pyrostegia_venusta	0.003019071
Rubiaceae	Pyrostria_affinis	0.001661903
Rubiaceae	Pyrostria_madagascariensis	0.002206183
Rosaceae	Pyrus_amygdaliformis	0.000962113
Rosaceae	Pyrus_aria	0.000962113
Rosaceae	Pyrus_aucuparia	0.001520531
Rosaceae	Pyrus_betulifolia	0.000572555
Rosaceae	Pyrus_calleryana	0.000804248
Rosaceae	Pyrus_communis	0.001810081
Rosaceae	Pyrus_japonica	0.000706858
Rosaceae	Pyrus_malus	0.001256637
Rosaceae	Pyrus_pashia	0.000943263
Rosaceae	Pyrus_pyrifolia	0.001154797
Rosaceae	Pyrus_serrulata	0.001104663
Rosaceae	Pyrus_sinensis	0.001385442
Rosaceae	Pyrus_syriaca	0.000735525
Rosaceae	Pyrus_ussuriensis	0.000754768
Rosaceae	Pyrus_xerophila	0.000962113
Vochysiaceae	Qualea_sp	0.037498443
Fagaceae	Quercus_boissieri	0.010386891
Fagaceae	Quercus_calliprinos	0.004778362
Fagaceae	Quercus_coccifera	0.000397608
Fagaceae	Quercus_faginea	0.004071504
Fagaceae	Quercus_glauca	0.012867964
Fagaceae	Quercus_ilex	0.000834486
Fagaceae	Quercus_ithaburensis	0.012271846
Fagaceae	Quercus_lamellosa	0.014957123
Fagaceae	Quercus_lanata	0.010028749
Fagaceae	Quercus_leucotrichophora	0.012867964
Fagaceae	Quercus_oxyodon	0.010935884
Fagaceae	Quercus_semecarpifolia	0.023506182
Fagaceae	Quercus_sp	0.052052263
Rosaceae	Quillaja_brasiliensis	0.003019071
Escalloniaceae	Quintinia_acutifolia	0.001116279
Escalloniaceae	Quintinia_serrata	0.00082448
Bignoniaceae	Radermachera_gigantea	0.009110619
Bignoniaceae	Radermachera_glandulosa	0.006585171
Bignoniaceae	Radermachera_sinica	0.002733971
Tamaricaceae	Reaumuria_hirtella	0.001256637
Styracaceae	Rehderodendron_tsiangi	0.002642079
Celastraceae	Reissantia_indica	0.021382465
Fabaceae	Retama_raetam	0.002642079
Rhamnaceae	Reynosia_camagueyensis	0.001734945
Rhamnaceae	Reynosia_domingensis	0.002827433
Rhamnaceae	Reynosia_mucronata	0.002206183
Rhamnaceae	Reynosia_septentrionalis	0.002123717
Rhabdodendraceae	Rhabdodendron_amazonicum	0.004417865
Rhabdodendraceae	Rhabdodendron_macrophyllum	0.000804248
Gesneriaceae	Rhabdothamnus_solandri	0.000855299
Rhamnaceae	Rhamnella_franguloides	0.014957123
Rhamnaceae	Rhamnidium_elaeocarpum	0.009676891
Rhamnaceae	Rhamnidium_nipense	0.009676891
Rhamnaceae	Rhamnus_alaternus	0.000706858
Rhamnaceae	Rhamnus_cathartica	0.003009908
Rhamnaceae	Rhamnus_disperma	0.000490874
Rhamnaceae	Rhamnus_palaestina	0.000962113
Rosaceae	Rhaphiolepis_ferruginea	0.000855299
Rosaceae	Rhaphiolepis_indica	0.000706858
Rosaceae	Rhaphiolepis_lanceolata	0.000706858
Rosaceae	Rhaphiolepis_salicifolia	0.00090792
Bignoniaceae	Rhigozum_madagascariense	0.001256637
Rhizophoraceae	Rhizophora_mangle	0.00303329
Ericaceae	Rhododendron_anthopogon	0.000268999
Ericaceae	Rhododendron_arboreum	0.000814065
Ericaceae	Rhododendron_barbatum	0.000757909
Ericaceae	Rhododendron_camelliiflorum	0.000346361
Ericaceae	Rhododendron_campanulatum	0.000728064
Ericaceae	Rhododendron_campylocarpum	0.000346361
Ericaceae	Rhododendron_cinnabarinum	0.000530929
Ericaceae	Rhododendron_dalhousiae	0.000349502
Ericaceae	Rhododendron_falconeri	0.000494015
Ericaceae	Rhododendron_glaucophyllum	0.000754768
Ericaceae	Rhododendron_grande	0.000254469
Ericaceae	Rhododendron_griffithianum	0.000415476
Ericaceae	Rhododendron_hodgsonii	0.000556455
